ID;Culture;IWAS1;IWAS2;IWAS3;IWAS4;IWAS5;IWAS6;IWAS7;IWAS8;IWAS9;IWAS10;IWAS11;IWAS12;IWAS13;IWAS14;IWAS15;IWAS16;JStress;JSatisf;SEsteem
10111;21;4;4;4;2;1;3;4;4;3;3;3;4;3;2;3;2;5;4;6
10112;21;2;4;1;4;1;3;1;3;3;3;2;2;2;1;2;1;4;7;7
10113;21;3;2;2;1;1;2;2;1;2;2;2;3;2;3;2;3;3;5;7
10114;21;4;4;4;4;5;3;3;3;2;3;2;4;4;3;3;2;5;6;8
10115;21;5;5;1;4;3;5;1;1;1;3;3;3;3;3;3;3;4;4;9
10116;21;3;4;1;1;1;4;3;1;1;1;1;1;1;1;1;1;2;7;9
10117;21;4;3;1;1;1;2;2;3;2;3;2;1;1;2;1;2;4;5;8
10118;21;3;4;4;5;3;3;3;1;3;3;2;4;3;2;2;1;6;6;9999
10119;21;2;3;3;2;2;3;3;3;3;2;2;2;3;2;3;3;3;6;6
10120;21;4;5;4;4;3;5;4;4;4;5;4;5;2;2;3;3;5;4;9
10121;21;1;2;1;1;1;1;1;1;1;2;2;3;1;1;1;2;2;7;9
10122;21;3;4;2;3;1;3;4;2;2;2;3;2;4;1;1;1;3;6;8
10123;21;4;5;5;5;5;4;3;4;4;5;5;4;5;5;5;5;6;7;8
10124;21;2;3;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;7;9999
10125;21;3;4;1;4;2;3;3;1;1;4;3;1;1;1;3;1;4;6;9
10126;21;5;1;5;2;1;5;4;1;3;3;3;2;4;4;4;3;6;3;9
10127;21;2;2;2;2;1;3;2;1;1;1;1;3;1;1;1;1;2;7;9
10128;21;2;4;3;4;3;4;1;2;2;4;1;1;2;1;3;3;5;6;8
10129;21;3;2;1;3;1;3;3;1;1;3;3;1;1;1;1;1;2;7;9
10130;21;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;5;6;8
10131;21;5;4;1;3;3;4;4;3;2;3;4;1;1;4;1;1;5;5;9
10132;21;4;3;1;2;1;2;2;2;2;2;2;2;1;1;3;3;5;4;9999
10133;21;2;2;1;1;1;1;2;2;1;1;2;1;2;1;1;1;5;6;8
10134;21;5;5;5;5;1;5;5;5;5;4;1;4;1;1;1;5;4;5;9
10135;21;4;3;3;1;5;2;5;2;2;3;3;2;1;1;2;1;4;6;8
10136;21;3;3;2;2;2;2;2;1;1;1;1;1;2;2;2;1;5;4;8
10137;21;1;4;1;1;1;1;3;3;3;1;1;2;1;1;1;1;5;5;9
10138;21;3;1;4;3;1;1;3;1;2;1;2;3;3;2;2;3;2;5;9
10139;21;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;7;9
10140;21;5;5;5;5;1;5;5;5;5;5;5;5;4;3;3;5;6;5;7
10141;21;2;3;4;3;3;3;3;3;3;3;3;2;1;1;1;1;5;7;6
10142;21;3;4;3;4;2;3;4;3;3;4;4;3;3;2;2;2;5;6;8
10143;21;3;1;1;1;1;2;1;1;1;1;1;1;1;2;1;1;5;5;9
10144;21;2;2;1;4;5;5;2;2;2;3;2;4;1;1;2;1;3;7;9
10145;21;3;4;4;4;4;4;4;2;4;4;3;3;3;1;3;1;5;5;9
10146;21;1;4;4;4;4;1;4;3;3;3;3;4;3;4;2;4;5;1;7
10147;21;3;4;2;3;2;3;3;1;1;2;3;2;3;1;2;2;5;7;9
10148;21;1;2;1;1;1;1;3;1;1;1;2;1;1;1;4;1;2;6;6
10149;21;1;3;1;2;1;1;1;1;4;2;2;2;1;1;2;1;5;6;9
10150;21;4;5;1;4;1;1;2;1;2;2;1;2;1;2;3;1;5;9999;9999
10151;21;4;4;4;4;1;1;1;1;1;2;3;2;2;1;2;1;5;5;9
10152;21;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;6
10153;21;4;3;4;1;2;5;4;1;3;3;3;3;4;3;3;3;5;3;6
10154;21;3;2;2;2;1;1;1;1;1;2;1;2;1;1;1;1;2;7;9
10155;21;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;5;5
10156;21;3;5;2;4;5;5;5;2;3;3;3;3;2;2;2;1;4;5;9
10157;21;4;3;1;1;1;2;3;3;2;3;4;4;2;2;3;1;6;4;6
10158;21;5;4;3;1;2;5;3;3;2;3;4;1;5;2;2;2;6;5;7
10159;21;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;4;6
10160;21;4;5;5;5;1;5;3;5;3;5;5;5;5;3;5;5;6;3;7
10161;21;2;4;4;3;1;2;2;2;3;3;3;2;3;2;2;2;3;5;5
10162;21;3;2;2;2;1;1;2;4;4;4;2;2;4;3;2;3;3;7;8
10163;21;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;7;9
10164;21;4;4;3;4;2;5;3;3;4;3;4;4;3;3;3;2;6;6;7
10165;21;4;3;2;1;1;3;2;1;1;1;1;1;3;1;1;1;3;6;9
10166;21;3;4;3;2;1;3;3;3;3;3;2;3;2;3;1;3;3;3;7
10167;21;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;4;5;9
10168;21;3;3;4;2;2;3;3;2;2;3;2;2;3;2;2;2;4;4;5
10169;21;2;2;1;2;1;2;2;2;1;3;2;2;2;1;2;1;3;7;7
10170;21;4;5;3;5;3;3;1;1;1;3;1;5;3;1;2;3;4;7;7
10171;21;3;4;2;4;1;3;3;3;3;4;3;2;1;1;2;3;5;6;8
10172;21;2;4;2;3;1;4;4;3;1;3;4;1;2;2;3;4;5;4;8
10173;21;4;4;3;4;4;4;4;4;5;5;5;4;2;4;4;2;5;9999;9999
10174;21;3;3;3;1;3;1;1;1;1;1;2;1;1;1;1;1;5;6;9
10175;21;3;4;2;3;1;4;3;4;3;3;5;3;2;3;2;3;3;7;9
10176;21;4;3;2;3;3;4;3;3;3;3;3;3;3;3;3;3;6;5;8
10177;21;3;3;2;3;1;5;3;3;3;4;3;3;2;3;3;3;4;4;6
10178;21;4;4;2;3;1;3;4;2;4;2;3;3;2;3;3;3;4;5;8
10179;21;2;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;5;9
10180;21;4;5;1;3;3;5;3;4;3;3;2;3;1;4;3;5;5;4;5
10181;21;2;5;2;4;2;4;4;3;3;3;3;3;2;3;3;2;6;3;7
10182;21;2;3;1;1;1;1;1;2;2;1;2;1;1;1;1;2;5;6;8
10183;21;4;3;4;2;2;2;3;2;3;4;4;3;4;2;3;2;6;6;8
10184;21;4;3;1;3;1;2;2;2;1;3;2;2;1;1;1;1;3;6;8
10185;21;3;3;2;3;2;2;2;1;2;2;3;2;1;2;2;2;4;4;7
10186;21;3;4;1;1;2;4;4;1;2;3;2;3;2;3;1;3;5;6;7
10187;21;3;4;2;2;3;4;4;3;4;4;4;4;4;4;4;3;6;3;9
10188;21;2;3;3;3;3;3;3;1;1;2;3;1;1;1;2;3;5;4;5
10189;21;3;3;3;3;3;3;3;1;1;2;1;1;1;2;2;3;4;4;5
10190;21;3;2;2;2;2;3;2;1;2;2;2;2;1;2;1;1;6;5;6
10191;21;4;5;5;4;1;2;4;1;2;4;4;3;3;3;4;5;7;3;4
10192;21;3;4;4;1;1;1;1;1;1;3;2;2;4;1;2;1;4;5;8
10193;21;3;2;3;2;4;3;2;4;3;4;3;3;4;4;4;4;3;6;8
10194;21;3;4;4;3;5;2;3;2;4;4;4;3;3;1;3;2;7;6;9
10195;21;4;5;5;4;3;5;5;4;5;5;5;4;5;5;4;4;5;4;7
10196;21;3;4;2;2;2;4;5;4;4;4;5;4;4;4;5;5;7;9999;9999
10197;21;3;4;3;3;1;4;3;2;3;3;3;3;4;4;3;3;4;4;6
10198;21;2;3;3;2;1;3;2;2;3;3;3;2;3;2;2;2;3;6;8
10199;21;3;4;3;4;1;2;3;2;2;3;2;2;3;2;3;3;4;7;9
10200;21;5;4;3;2;3;4;3;2;2;3;4;3;4;2;2;1;5;5;8
10201;21;1;1;1;1;1;1;1;2;2;3;2;1;1;2;1;1;2;7;7
10202;21;3;4;2;1;1;2;1;2;1;2;3;1;1;1;2;2;5;7;9
10203;21;3;3;4;3;2;4;3;1;3;3;3;4;3;3;2;3;3;4;6
10204;21;2;3;2;2;2;2;2;2;2;2;3;2;4;3;2;2;2;5;7
10205;21;2;4;3;4;3;3;3;4;4;4;3;4;5;3;3;4;6;5;8
10206;21;3;4;4;5;1;3;4;3;4;5;5;3;1;2;3;4;5;5;8
10207;21;2;3;3;1;1;2;2;2;3;4;3;1;1;1;2;2;5;4;9
10208;21;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;6;8
10209;22;3;2;4;2;1;1;1;1;1;4;4;3;2;1;1;2;4;6;8
10210;22;1;2;3;2;1;2;1;1;3;4;3;3;1;1;1;1;3;3;7
10211;22;1;4;3;4;1;1;4;2;4;4;4;2;2;2;4;1;4;5;6
10212;22;1;2;3;1;1;4;3;3;4;5;3;2;1;1;1;2;3;6;6
10213;22;2;4;1;2;1;2;1;2;1;3;1;1;1;1;1;1;3;7;9
10214;22;2;3;3;2;1;1;2;3;2;2;3;3;3;1;1;1;5;5;6
10215;22;1;2;1;2;1;1;1;2;2;2;2;1;1;2;2;2;3;6;8
10216;22;1;2;1;1;1;1;1;1;1;3;2;1;1;1;1;1;3;6;7
10217;22;3;4;1;4;2;2;2;2;2;2;3;2;1;1;2;1;5;5;7
10218;22;2;3;2;3;1;1;1;2;1;2;2;2;2;1;2;1;3;6;6
10219;22;1;1;1;1;1;2;3;4;4;2;1;1;3;1;1;3;2;7;6
10220;22;2;2;4;1;1;1;3;3;2;3;3;2;3;1;3;2;4;3;1
10221;22;3;3;3;4;2;3;3;4;4;4;4;4;4;3;3;3;6;5;6
10222;22;1;2;1;1;1;2;2;3;2;3;3;2;3;1;2;2;4;5;3
10223;22;1;2;1;1;1;1;2;1;1;2;2;1;1;1;1;1;4;2;7
10224;22;3;4;3;4;3;2;3;2;1;1;1;3;1;2;1;1;5;6;6
10225;22;2;4;3;1;1;2;1;2;1;3;2;1;2;1;1;2;1;7;6
10226;22;3;5;3;3;2;3;4;3;3;3;4;3;3;1;3;2;6;3;7
10227;22;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;1;2;3;4
10228;22;2;3;4;3;3;3;3;3;4;4;3;4;4;2;1;3;6;4;1
10229;22;4;4;4;4;1;3;3;2;2;4;4;2;4;3;3;2;3;5;5
10230;22;4;4;4;3;2;4;4;2;2;5;5;5;2;4;3;3;5;4;5
10231;22;2;4;4;2;3;3;3;4;4;3;5;1;3;2;2;3;7;3;3
10232;22;1;3;1;1;1;1;1;2;2;3;3;2;1;1;2;1;5;5;8
10233;22;2;3;3;2;2;3;3;3;2;4;4;3;2;2;3;2;5;5;5
10234;22;3;3;4;2;2;3;1;1;2;4;3;2;1;1;1;1;2;6;9999
10235;22;5;5;5;5;5;4;4;5;5;5;4;5;5;4;2;3;7;6;1
10236;22;2;3;2;3;2;2;2;2;3;3;3;2;3;1;2;2;4;6;8
10237;22;1;2;2;2;1;1;1;1;1;3;3;1;1;1;1;1;3;6;7
10238;22;5;5;5;4;1;5;5;4;5;4;5;4;1;4;4;4;6;4;5
10239;22;2;4;1;2;1;5;3;3;3;3;3;3;1;1;3;3;5;5;7
10240;22;3;4;2;4;3;3;3;3;3;4;4;5;2;3;3;2;5;6;7
10241;22;4;3;3;1;1;2;1;2;2;2;2;4;1;1;2;1;5;5;6
10242;22;2;5;3;4;3;4;4;3;4;3;4;3;2;3;4;3;7;5;6
10243;22;5;4;3;3;5;5;5;3;5;4;5;5;2;4;5;5;6;5;6
10244;22;2;4;1;4;1;4;2;2;4;4;3;2;3;3;3;2;6;2;8
10245;22;4;5;4;5;3;4;4;4;5;5;3;5;4;3;4;4;6;7;7
10246;22;1;4;1;3;1;4;3;2;3;3;3;3;1;2;3;2;4;6;5
10247;22;2;3;1;3;1;2;3;2;1;2;3;2;1;2;3;1;2;6;7
10248;22;2;3;1;1;1;2;2;1;2;4;4;3;1;1;3;1;5;6;8
10249;22;3;3;3;2;1;2;2;3;3;4;4;3;3;3;3;2;4;6;9
10250;22;2;2;2;1;1;2;1;1;1;3;2;1;2;1;1;1;4;7;7
10251;22;4;3;3;3;1;2;2;1;3;2;1;5;4;2;4;2;3;5;7
10252;22;4;1;1;1;1;1;1;1;1;2;1;4;1;4;1;1;1;7;7
10253;22;2;4;1;3;1;4;3;5;4;5;4;1;2;4;4;4;3;7;5
10254;22;1;2;3;2;2;2;3;3;2;3;2;2;4;2;1;2;5;4;7
10255;22;5;5;3;3;1;3;3;4;4;4;4;4;4;2;3;4;6;9999;9999
10256;22;4;4;3;3;2;4;2;4;4;3;3;4;1;3;3;4;5;6;4
10257;22;4;3;4;3;4;4;3;3;3;4;3;3;3;3;4;3;4;4;7
10258;22;1;5;4;3;1;4;3;3;4;2;3;2;3;2;2;3;4;5;3
10259;22;3;3;3;1;3;3;3;4;4;4;3;4;3;3;2;3;3;7;6
10260;22;3;3;1;3;1;2;1;2;1;3;2;1;2;1;1;3;4;4;6
10261;22;3;4;2;3;2;4;4;3;4;4;4;2;2;3;4;3;6;4;5
10262;22;4;4;3;3;2;4;5;3;3;4;5;4;4;3;3;3;6;5;6
10263;22;2;3;1;3;1;1;1;2;2;1;2;2;1;1;2;1;4;6;7
10264;22;3;2;1;1;1;3;3;1;1;1;1;1;2;1;1;1;4;5;7
10265;22;1;4;2;4;1;3;2;1;2;2;3;2;1;3;4;3;4;3;6
10266;22;2;2;1;1;1;2;1;1;1;2;2;2;2;1;1;1;5;6;7
10267;22;1;2;1;2;1;2;1;1;1;2;2;1;1;1;2;1;5;4;7
10268;22;2;2;2;1;1;2;1;1;1;2;2;1;1;1;1;1;3;6;7
10269;22;2;2;2;1;1;2;2;2;1;2;3;2;2;1;1;1;4;5;7
10270;22;1;1;2;2;1;2;1;1;1;2;2;2;1;1;2;1;3;6;7
10271;22;1;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;4;7;9
10272;22;4;5;4;2;3;3;3;2;3;4;4;4;1;2;4;3;6;2;3
10273;22;2;2;1;1;2;2;2;1;3;3;1;1;1;2;3;1;4;5;7
10274;22;2;3;1;2;1;2;4;2;2;3;4;2;1;1;2;1;7;3;3
10275;22;3;3;2;1;1;1;1;1;1;3;1;4;1;1;1;1;4;7;3
10276;22;3;4;2;3;2;5;4;2;5;5;3;5;3;2;1;2;5;4;3
10277;22;2;2;4;2;5;5;3;3;2;5;4;5;4;2;3;2;4;4;9
10278;22;2;1;1;1;1;1;1;2;2;4;3;2;3;2;1;1;4;6;7
10279;22;2;3;1;1;1;1;1;1;1;1;2;2;2;1;1;1;2;6;8
10280;22;3;2;1;1;1;2;1;1;1;1;1;2;1;1;1;2;2;5;8
10281;22;2;3;2;1;1;2;2;2;1;2;2;1;1;1;1;1;4;9999;9999
10282;22;4;4;4;3;3;4;3;4;4;3;2;2;3;3;3;2;5;5;7
10283;22;1;2;3;1;1;2;1;1;2;3;2;1;3;1;1;1;2;6;5
10284;22;3;3;1;1;3;2;2;2;2;4;2;2;2;3;2;2;4;5;8
10285;22;3;3;3;2;2;3;1;3;2;1;2;2;1;2;2;2;5;6;7
10286;22;1;3;1;2;1;1;2;1;1;2;2;1;2;1;2;1;3;6;6
10287;22;2;2;2;1;1;3;2;2;2;2;2;1;2;1;2;2;3;4;6
10288;22;2;2;1;1;3;1;1;1;1;2;1;1;1;1;1;1;1;7;7
10289;22;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;6;7
10290;22;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;6;8
10291;22;4;4;1;4;2;4;2;3;3;4;1;4;3;2;3;3;5;5;6
10292;22;3;3;3;2;1;2;2;2;1;3;2;2;1;1;2;2;4;6;8
10293;22;3;4;3;2;3;3;1;3;3;3;3;3;2;2;2;2;5;5;7
10294;22;1;1;1;1;1;3;3;1;1;2;2;1;1;1;1;1;4;5;5
10295;22;3;3;2;3;2;3;2;3;3;3;3;2;1;2;2;2;5;6;5
10296;22;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;6;8
10297;22;1;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;3;7;9999
10298;22;3;3;3;2;1;2;2;3;1;3;3;3;3;1;2;1;5;5;5
10299;22;4;4;4;3;1;4;4;3;4;4;4;4;4;3;3;3;5;3;4
10300;22;3;4;3;2;2;2;3;1;1;3;3;1;2;2;2;2;5;4;5
10301;22;1;4;1;5;1;3;3;1;3;3;3;1;2;3;3;2;7;3;6
10302;22;4;4;4;3;2;3;3;4;4;4;4;4;2;3;3;3;6;4;6
10303;22;2;2;2;2;3;2;2;3;3;2;2;3;3;3;3;3;6;3;8
10304;22;1;3;2;2;1;4;1;1;2;3;2;2;1;1;1;1;5;6;7
10305;22;3;4;4;4;3;4;4;3;4;4;4;3;4;4;3;4;7;5;6
10306;22;2;2;1;1;1;3;2;1;2;2;2;1;1;1;3;1;4;6;8
10307;22;2;3;2;2;1;2;2;2;4;2;2;3;3;3;2;1;4;4;6
10308;22;1;3;3;3;3;4;2;3;4;4;1;1;4;2;1;2;6;5;6
10309;22;3;4;3;1;1;4;4;3;3;2;3;2;2;2;4;3;4;3;7
10310;22;4;2;2;2;1;4;4;1;2;2;2;2;2;1;2;2;5;6;6
10311;22;4;4;3;3;2;4;3;4;4;4;2;3;2;3;2;3;5;5;8
10312;22;3;4;1;1;1;2;2;2;2;2;3;2;1;2;2;2;6;5;7
10313;22;2;3;1;1;2;2;2;1;1;3;2;3;2;2;2;2;4;6;7
10314;22;3;4;1;5;1;3;2;2;3;2;2;3;1;1;3;3;2;7;8
10315;22;3;3;2;3;1;3;2;1;2;2;2;2;1;2;2;1;5;5;8
10316;22;5;4;4;5;5;5;4;4;4;5;4;4;3;2;4;4;5;5;9999
10317;22;2;4;3;2;1;4;2;2;2;4;3;3;4;3;2;2;5;9999;9999
10318;22;3;4;3;3;1;3;2;1;3;4;3;3;3;3;3;3;5;6;8
10319;22;2;3;2;1;1;1;2;3;2;2;2;2;1;2;1;1;5;6;8
10320;22;3;4;1;3;1;2;3;2;1;2;1;2;2;2;2;1;4;5;8
10321;22;4;4;3;1;3;3;3;4;5;3;2;3;1;2;4;4;6;5;9
10322;22;1;3;1;1;1;2;2;2;1;2;2;2;1;1;1;1;4;6;7
10323;22;3;2;4;1;2;2;2;1;1;3;3;2;3;1;2;1;5;5;4
10324;22;4;4;4;4;3;2;4;4;4;2;2;4;3;4;4;2;4;6;6
10325;22;3;4;2;5;2;3;2;1;1;3;4;1;1;1;2;1;6;5;6
10326;22;1;2;1;2;1;2;2;3;1;2;2;1;1;3;3;2;3;5;6
10327;22;1;1;1;1;1;1;1;2;4;2;2;3;2;1;1;4;3;7;3
10328;22;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;5;6
10329;22;3;3;1;1;1;1;2;1;1;3;3;2;2;1;2;1;3;5;6
10330;22;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;2;4;6;7
10331;22;3;3;3;4;1;2;2;1;1;2;2;2;2;1;2;1;4;5;7
10332;22;1;4;4;3;1;4;4;5;4;4;4;4;4;2;3;2;5;4;6
10333;22;2;2;2;1;1;3;1;2;1;3;2;4;3;1;1;1;4;7;7
10334;22;1;3;3;2;1;3;3;3;3;3;3;3;2;2;2;2;6;1;9999
10335;22;1;1;2;1;1;1;1;2;1;2;2;1;3;1;3;1;2;6;5
10336;22;3;4;2;2;2;3;3;1;2;4;4;3;2;1;2;1;4;4;9999
10337;22;3;3;3;3;3;3;3;3;3;3;2;4;4;3;3;3;4;4;9999
10338;22;1;2;1;2;1;2;1;1;2;2;2;1;1;1;1;1;2;7;7
10339;22;1;2;2;2;1;2;3;1;2;3;2;1;1;1;1;1;5;4;7
10340;22;3;3;4;3;3;2;3;2;3;5;1;3;2;3;2;2;5;5;3
10341;22;3;4;3;3;2;3;3;4;3;4;3;3;3;2;2;3;4;5;6
10342;22;4;4;4;4;3;3;3;3;4;3;3;3;2;2;3;2;4;5;6
10343;22;3;4;4;3;1;3;2;4;5;5;4;3;3;3;2;3;6;5;3
10344;22;3;4;2;3;2;3;2;5;3;3;1;3;3;3;1;3;4;6;2
10345;22;4;4;3;3;1;3;2;2;1;4;2;3;1;2;2;1;4;5;8
10346;22;2;3;1;1;1;2;1;1;1;2;1;2;1;2;2;1;4;6;7
10347;22;1;4;2;3;1;2;1;1;3;4;3;3;3;3;3;2;5;6;8
10348;22;4;3;3;3;2;2;2;3;2;3;3;2;2;2;2;2;5;5;6
10349;22;3;3;2;4;1;2;3;3;2;2;2;3;3;2;3;2;5;7;7
10350;22;3;4;4;4;3;4;4;4;4;4;4;3;4;3;4;4;5;5;5
10351;22;5;3;2;1;1;5;2;3;1;4;2;3;1;3;1;2;4;9999;9999
10352;22;5;4;2;1;4;1;2;3;3;3;3;4;1;2;1;1;6;6;5
10353;22;3;4;3;3;2;3;2;3;3;3;1;1;1;2;2;1;2;5;6
10354;22;2;2;1;1;1;2;1;2;2;2;1;2;1;1;1;1;4;5;5
10355;22;3;3;2;1;1;4;3;2;3;3;3;2;1;2;2;3;4;9999;9999
10356;22;1;4;1;4;1;4;3;2;1;3;1;1;4;2;4;1;5;6;7
10357;22;1;4;2;2;2;3;3;2;2;2;3;3;3;2;3;2;5;5;6
10358;22;5;4;1;2;2;4;3;3;1;2;2;3;1;2;2;2;4;6;7
10359;22;1;2;1;1;1;1;1;1;1;3;3;1;1;1;1;2;4;5;7
10360;22;1;1;1;3;1;1;1;1;1;4;3;3;1;1;1;1;4;6;6
10361;22;2;3;2;2;2;3;2;2;1;3;3;2;2;2;2;2;5;4;6
10362;22;4;4;4;5;3;4;4;2;3;3;3;3;1;2;3;2;7;6;8
10363;22;4;4;3;4;4;5;5;3;4;4;4;3;4;3;3;3;5;2;4
10364;22;2;2;1;1;2;1;1;1;1;2;1;2;1;1;1;1;4;6;7
10365;22;2;2;1;2;1;2;2;1;1;2;2;2;1;1;2;1;4;7;8
10366;22;4;4;4;3;5;4;4;4;4;4;3;4;4;4;3;3;5;5;4
10367;22;4;4;4;4;5;4;3;4;4;3;3;4;2;4;4;4;7;1;1
10368;22;3;3;3;3;3;3;2;2;3;3;3;3;1;1;2;2;4;6;5
10369;22;2;2;1;1;1;3;2;1;1;4;3;3;2;1;1;1;4;6;7
10370;22;3;3;4;2;1;2;2;3;1;2;2;4;2;1;1;1;4;6;4
10371;22;2;2;1;1;1;3;1;1;2;4;3;3;1;1;1;1;4;6;8
10372;22;2;2;1;1;1;2;2;2;2;2;3;4;2;2;2;2;4;5;6
10373;22;4;2;4;2;1;3;3;3;4;4;4;4;1;2;4;2;7;3;7
10374;22;2;3;1;4;1;4;3;1;1;1;3;1;2;2;3;2;3;3;4
10375;22;3;3;3;2;2;3;3;3;3;3;3;2;3;3;2;2;5;5;6
10376;22;2;3;1;2;1;2;2;2;2;2;1;1;1;2;1;2;4;6;5
10377;22;2;2;3;1;1;3;1;2;2;3;1;2;2;1;1;2;2;7;6
10378;22;2;2;1;2;1;1;3;1;3;2;3;1;1;1;1;1;4;4;2
10379;22;3;4;4;3;3;4;4;1;1;3;3;3;2;2;3;1;5;4;8
10380;22;2;2;2;1;2;3;1;2;2;3;2;2;1;1;1;1;5;6;7
10381;22;1;2;2;1;2;1;1;1;1;2;1;1;1;1;1;1;3;6;8
10382;22;3;4;2;3;1;1;2;3;3;4;3;2;1;1;3;2;6;6;8
10383;22;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;7;5
10384;22;1;2;3;3;3;4;2;4;4;4;4;4;4;3;1;3;2;4;6
10385;22;2;3;1;1;1;3;2;2;2;2;3;1;1;1;1;1;5;5;6
10386;22;3;3;4;2;1;2;1;3;2;2;2;2;3;2;3;2;4;9999;9999
10387;22;4;3;2;1;1;2;1;2;2;3;2;1;1;2;1;1;3;9999;9999
10388;22;4;3;1;1;1;2;2;2;4;3;1;4;3;1;3;1;5;5;6
10389;22;2;4;4;3;2;4;4;4;4;4;4;4;4;4;4;4;7;3;3
10390;22;4;4;3;4;2;4;2;3;2;3;2;4;1;3;2;3;5;5;7
10391;22;2;3;1;2;1;2;1;2;1;2;1;1;1;1;1;1;3;7;7
10392;22;2;3;3;2;2;3;3;2;3;4;4;4;2;3;3;3;6;4;6
10393;22;3;3;1;1;1;2;2;1;1;4;3;2;1;1;1;1;5;3;6
10394;22;3;2;2;2;1;1;2;1;1;2;2;2;1;1;1;1;4;6;8
10395;22;2;2;1;2;2;3;3;3;2;3;2;2;1;2;2;2;5;7;8
10396;22;5;5;2;5;1;5;5;1;4;1;1;1;1;1;4;1;7;7;9
10397;22;3;3;1;3;1;5;3;4;4;2;4;4;1;2;1;4;4;9999;9999
10398;22;2;2;2;3;1;2;3;1;2;1;1;3;1;1;2;1;3;9999;9999
10399;22;1;2;3;1;1;2;3;2;4;3;3;1;2;1;1;3;5;5;7
10400;22;1;4;1;4;1;1;3;1;3;4;1;1;1;3;4;3;6;6;7
10401;22;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;5;4;6
10402;22;4;3;4;4;3;3;3;3;3;4;3;4;2;2;3;3;4;5;6
10403;22;4;4;4;3;3;3;3;3;4;2;2;3;2;3;3;2;4;5;7
10404;22;3;3;1;2;1;1;2;1;3;3;3;2;1;2;3;1;3;7;7
10405;22;2;3;2;2;1;2;3;2;2;3;3;1;1;2;3;2;4;5;7
10406;22;3;4;4;4;1;4;1;3;4;4;4;2;5;2;4;4;6;5;6
10407;22;3;4;2;2;1;3;2;2;3;3;4;3;2;3;3;1;5;4;6
10408;22;1;3;1;3;1;3;3;1;3;3;3;1;1;2;3;2;4;5;6
10409;22;1;2;1;1;1;4;4;2;2;3;2;4;3;3;4;3;6;3;5
10410;22;3;4;1;3;1;2;2;1;2;3;2;2;3;2;1;1;4;6;7
10411;22;1;2;1;1;3;2;1;4;1;4;3;1;3;1;2;4;4;5;4
10412;22;4;4;4;3;4;5;4;4;4;4;3;4;2;3;3;4;6;9999;9999
10413;22;1;2;1;1;1;2;3;2;1;2;3;1;1;2;2;1;5;6;5
10414;22;3;2;4;2;4;3;2;2;3;4;5;4;3;2;2;2;3;5;5
10415;22;1;3;2;1;1;1;1;1;3;2;2;1;2;1;1;1;6;5;8
10416;22;3;2;1;1;2;1;2;1;1;2;2;3;2;1;1;1;5;6;7
10417;22;1;3;1;3;1;1;3;1;1;3;3;2;1;1;3;2;5;6;8
10418;22;1;2;2;3;1;3;4;3;2;2;3;1;2;1;1;2;6;4;5
10419;22;1;4;4;3;2;4;3;2;3;4;4;2;4;2;2;3;7;5;6
10420;22;1;2;1;1;1;1;1;1;1;2;2;1;1;1;1;1;3;7;8
10421;22;3;4;4;5;1;3;4;1;3;4;4;2;1;1;3;3;4;5;6
10422;22;2;4;2;4;1;2;4;1;4;4;4;1;3;3;4;3;6;2;7
10423;22;3;2;3;2;1;4;4;1;3;3;3;2;2;2;3;2;6;5;7
10424;22;2;2;1;4;2;2;4;3;5;3;4;2;4;4;3;2;6;6;6
10425;22;3;4;1;1;1;1;5;3;2;4;3;5;1;2;3;1;4;4;6
10426;22;3;3;3;5;1;4;4;3;3;4;3;4;1;1;2;1;6;3;6
10427;22;2;2;4;2;3;2;3;2;2;4;3;2;3;1;1;1;6;5;4
10428;22;4;4;3;3;5;4;2;3;3;4;1;3;3;3;4;4;7;6;6
10429;22;2;2;3;2;1;1;3;1;1;2;2;1;1;1;1;1;5;5;5
10430;22;2;4;5;2;1;5;5;1;3;2;4;5;1;1;4;2;5;4;6
10431;22;2;5;3;4;1;2;4;2;3;4;4;4;3;2;4;2;3;6;2
10432;22;4;4;4;4;3;3;3;3;3;4;4;3;3;3;3;3;5;5;5
